Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars  ,H35,Surplus per employee count,Financial ratios,48400,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Percentage,H36,Current ratio,Financial ratios,143,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Percentage,H37,Quick ratio,Financial ratios,70,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,C,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Percentage,H39,Return on equity,Financial ratios,12,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Percentage,H40,Return on total assets,Financial ratios,6,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,47,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H01,Total income,Financial performance,5534,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,250,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,4982,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H04,Sales of other goods and services,Financial performance,0,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,C,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,C,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,C,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,5161,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,127,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,1060,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,193,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,570,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,5,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,C,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H18,Other purchases and operating expenses,Financial performance,2709,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,0,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,C,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,1441,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,1519,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,450,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H24,Total assets,Financial position,7809,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H25,Current assets,Financial position,2960,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,3345,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,416,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,79,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H29,Other assets,Financial position,1504,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,7809,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,3670,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,2074,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,2066,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars  ,H34,Total income per employee count(3),Financial ratios,595300,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars  ,H35,Surplus per employee count,Financial ratios,48400,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Percentage,H36,Current ratio,Financial ratios,143,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Percentage,H37,Quick ratio,Financial ratios,70,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,C,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Percentage,H39,Return on equity,Financial ratios,12,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Percentage,H40,Return on total assets,Financial ratios,6,ANZSIC06 groups C121 and C122
2015,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,47,ANZSIC06 groups C121 and C122
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars (millions),H01,Total income,Financial performance,1987,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,226,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,1748,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars (millions),H04,Sales of other goods and services,Financial performance,0,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,7,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,1,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,4,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,1966,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,24,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,4,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,34,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,308,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,1,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,195,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars (millions),H18,Other purchases and operating expenses,Financial performance,1385,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,0,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,16,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,292,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,318,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,46,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars (millions),H24,Total assets,Financial position,1105,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars (millions),H25,Current assets,Financial position,613,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,288,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,37,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,12,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars (millions),H29,Other assets,Financial position,204,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,1105,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,358,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,432,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,315,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars  ,H34,Total income per employee count(3),Financial ratios,332100,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Dollars  ,H35,Surplus per employee count,Financial ratios,7600,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Percentage,H36,Current ratio,Financial ratios,142,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Percentage,H37,Quick ratio,Financial ratios,68,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,14,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Percentage,H39,Return on equity,Financial ratios,13,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Percentage,H40,Return on total assets,Financial ratios,4,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC211,Textile and Leather Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,32,"ANZSIC06 groups C131, C132, and C133"
2015,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Dollars (millions),H01,Total income,Financial performance,514,ANZSIC06 groups C134 and C135
2015,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Dollars (millions),H02,Sales of goods not further processed,Financial performance,67,ANZSIC06 groups C134 and C135
2015,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Dollars (millions),H03,Sales of other goods and services,Financial performance,444,ANZSIC06 groups C134 and C135
2015,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Dollars (millions),H04,Sales of other goods and services,Financial performance,0,ANZSIC06 groups C134 and C135
2015,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,1,ANZSIC06 groups C134 and C135
2015,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 groups C134 and C135
2015,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Dollars (millions),H07,Non-operating income,Financial performance,2,ANZSIC06 groups C134 and C135
2015,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Dollars (millions),H08,Total expenditure,Financial performance,481,ANZSIC06 groups C134 and C135
2015,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Dollars (millions),H09,Interest and donations,Financial performance,7,ANZSIC06 groups C134 and C135
2015,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Dollars (millions),H10,Indirect taxes,Financial performance,2,ANZSIC06 groups C134 and C135
2015,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Dollars (millions),H11,Depreciation,Financial performance,9,ANZSIC06 groups C134 and C135
2015,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Dollars (millions),H12,Salaries and wages paid,Financial performance,145,ANZSIC06 groups C134 and C135
